Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude.data,longitude.data,altitude.data,easting.data,northing.data,zone_number.data,zone_letter.data
1644095530.2837815,96,1644095530,276724576,GPS_Data,42.33723499999999,-71.09177333333334,41.6,327678.38158022973,4689339.171989806,19,T
1644095531.2834055,97,1644095531,275933265,GPS_Data,42.33723,-71.09176000000001,41.5,327679.4663771777,4689338.589756904,19,T
1644095532.2839155,98,1644095532,276641130,GPS_Data,42.33722666666666,-71.09174166666666,41.5,327680.9676473361,4689338.182462106,19,T
1644095533.2848372,99,1644095533,277279138,GPS_Data,42.337223333333334,-71.09171833333333,40.2,327682.88083819463,4689337.765035017,19,T
1644095534.2855573,100,1644095534,278330087,GPS_Data,42.337225000000004,-71.09169666666666,40.4,327684.67037961155,4689337.906197945,19,T
1644095535.2866743,101,1644095535,279538154,GPS_Data,42.337225000000004,-71.091675,40.5,327686.4553685746,4689337.862290663,19,T
1644095536.2855172,102,1644095536,278519392,GPS_Data,42.33723,-71.091655,41.0,327688.11670763267,4689338.376973255,19,T
1644095537.286611,103,1644095537,279618263,GPS_Data,42.337225000000004,-71.09164000000001,41.1,327689.33881227893,4689337.791364478,19,T
1644095538.2849212,104,1644095538,277704954,GPS_Data,42.337225000000004,-71.09161833333333,40.4,327691.123801238,4689337.747458387,19,T
1644095539.2839696,105,1644095539,278649091,GPS_Data,42.337225000000004,-71.09159500000001,39.8,327693.04609703436,4689337.700175415,19,T
1644095540.2863894,106,1644095540,279214143,GPS_Data,42.337223333333334,-71.09157,38.8,327695.1011475433,4689337.464445011,19,T
1644095541.288354,107,1644095541,284207344,GPS_Data,42.337221666666665,-71.091545,38.0,327697.15619816014,4689337.228715212,19,T
1644095542.2847173,108,1644095542,277106523,GPS_Data,42.337219999999995,-71.09152,37.5,327699.211248881,4689336.9929860225,19,T
1644095543.2953064,109,1644095543,287978172,GPS_Data,42.337219999999995,-71.09150166666667,37.3,327700.7216242609,4689336.9558368195,19,T
1644095544.2767744,110,1644095544,269672155,GPS_Data,42.337221666666665,-71.09148499999999,37.8,327702.0992447324,4689337.107135759,19,T
1644095545.294125,111,1644095545,288436412,GPS_Data,42.337219999999995,-71.09147,38.2,327703.3304544608,4689336.891670782,19,T
1644095546.2909055,112,1644095546,283532381,GPS_Data,42.33721333333333,-71.09145166666667,37.1,327704.8226223561,4689336.11423983,19,T
1644095547.2755826,113,1644095547,268488645,GPS_Data,42.33720333333334,-71.09143166666667,36.8,327706.4429938055,4689334.963290815,19,T
1644095548.2946389,114,1644095548,287655830,GPS_Data,42.33719333333333,-71.09141333333334,36.5,327707.9260588675,4689333.815719232,19,T
1644095549.274171,115,1644095549,266776323,GPS_Data,42.337185,-71.09139666666667,36.2,327709.2763692289,4689332.856595653,19,T
1644095550.2794983,116,1644095550,272349834,GPS_Data,42.337178333333334,-71.09137833333332,35.9,327710.76853860985,4689332.079166016,19,T
1644095551.2925098,117,1644095551,286602735,GPS_Data,42.33717166666667,-71.09136,35.6,327712.2607083089,4689331.301736707,19,T
1644095552.28032,118,1644095552,273077011,GPS_Data,42.33716,-71.09133833333334,34.6,327714.01383741596,4689329.962341907,19,T
1644095553.2751374,119,1644095553,269520044,GPS_Data,42.33715166666666,-71.09131666666667,33.9,327715.7760703288,4689328.993088883,19,T
1644095554.292884,120,1644095554,287525653,GPS_Data,42.33714499999999,-71.09129666666666,33.3,327717.4055482259,4689328.2122838255,19,T
1644095555.2780578,121,1644095555,270906925,GPS_Data,42.33713833333333,-71.09127833333334,32.8,327718.8977194398,4689327.43485598,19,T
1644095556.2969353,122,1644095556,289703369,GPS_Data,42.337133333333334,-71.09125833333333,32.4,327720.53174945974,4689326.839122326,19,T
1644095557.2799428,123,1644095557,272215843,GPS_Data,42.337129999999995,-71.09124,31.9,327722.03302409215,4689326.431836477,19,T
1644095558.278368,124,1644095558,270988941,GPS_Data,42.33712666666667,-71.09122166666666,31.7,327723.5342988833,4689326.024550954,19,T
1644095559.2796962,125,1644095559,272617101,GPS_Data,42.33712333333333,-71.091205,32.3,327724.8982667689,4689325.620642462,19,T
1644095560.2951276,126,1644095560,288166046,GPS_Data,42.337118333333336,-71.09119000000001,32.4,327726.1203764404,4689325.035040266,19,T
1644095561.276836,127,1644095561,269651651,GPS_Data,42.33711666666667,-71.09117333333333,32.5,327727.48889590334,4689324.81620294,19,T
1644095562.2931538,128,1644095562,287523508,GPS_Data,42.33711333333334,-71.091155,32.5,327728.99017129873,4689324.408918608,19,T
1644095563.3000536,129,1644095563,292298078,GPS_Data,42.33711166666667,-71.09113666666667,32.3,327730.49599802715,4689324.186705255,19,T
1644095564.276951,130,1644095564,269556283,GPS_Data,42.33711,-71.09111833333333,32.0,327732.00182483613,4689323.964492228,19,T
1644095565.2765315,131,1644095565,269613265,GPS_Data,42.33711,-71.09110166666666,31.8,327733.3748957275,4689323.930726716,19,T
1644095566.3011184,132,1644095566,293619871,GPS_Data,42.337108333333326,-71.091085,31.7,327734.7434155558,4689323.71189082,19,T
1644095567.2987437,133,1644095567,291208267,GPS_Data,42.33710666666666,-71.09106833333334,31.5,327736.11193545547,4689323.493055196,19,T
1644095568.2974322,134,1644095568,290375709,GPS_Data,42.33710666666666,-71.09105166666667,31.3,327737.48500641534,4689323.459290492,19,T
1644095569.2984424,135,1644095569,290974378,GPS_Data,42.33710333333333,-71.09103499999999,31.6,327738.8489754711,4689323.055384755,19,T
1644095570.2777565,136,1644095570,270540475,GPS_Data,42.337105,-71.09101666666668,31.3,327740.3639045154,4689323.203314842,19,T
1644095571.2980034,137,1644095571,290633916,GPS_Data,42.33710666666666,-71.090995,31.4,327742.1534476695,4689323.344492517,19,T
